Age,YearsAtCompany,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk,Gender_Female,Gender_Male,Gender_Non-binary,Gender_Prefer not to say,Country_Australia,Country_Brazil,Country_Canada,Country_Germany,Country_India,Country_UK,Country_USA,JobRole_Customer Support,JobRole_Data Scientist,JobRole_HR Specialist,JobRole_IT Admin,JobRole_Marketing Manager,JobRole_Project Manager,JobRole_Sales Associate,JobRole_Software Engineer,Department_Engineering,Department_HR,Department_IT,Department_Marketing,Department_Sales,Department_Support,RemoteWork_Hybrid,RemoteWork_No,RemoteWork_Yes
42,5,37,5.9,1.12,3.74,4.33,8.6,8.7,115,1.0,2.2,0.0,5,3.0,5.11,38,1.66,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,12,30,8.24,8.39,2.17,3.77,8.6,1.7,113,0.0,5.59,1.0,1,3.0,5.78,35,3.97,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,4,56,5.83,6.73,3.24,3.51,8.9,0.3,75,0.0,3.11,1.0,9,1.0,3.3,38,4.16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,14,44,9.17,3.06,8.39,5.21,4.9,1.6,26,1.0,8.9,0.0,3,1.0,8.06,16,6.4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
46,17,47,1.53,4.77,6.75,9.22,4.8,9.0,86,1.0,2.56,0.0,1,2.0,8.14,35,9.78,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35,19,30,6.29,8.21,9.55,6.11,4.2,3.0,0,1.0,1.18,1.0,8,1.0,5.98,24,2.53,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,13,40,6.06,5.85,1.44,5.69,8.5,2.3,106,1.0,5.03,0.0,8,1.0,9.14,36,3.96,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,14,52,6.94,3.7,8.13,8.26,7.8,0.1,1,0.0,9.88,1.0,4,2.0,2.04,5,6.28,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23,4,31,8.5,3.4,7.29,1.04,7.2,3.0,107,0.0,6.7,1.0,2,1.0,8.08,9,2.54,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
41,3,30,7.53,2.96,3.35,2.78,8.6,7.2,94,0.0,4.19,1.0,2,1.0,6.03,4,7.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,1,41,8.11,8.41,7.56,5.47,6.9,9.6,65,1.0,1.15,1.0,0,1.0,3.08,33,4.63,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,6,45,3.6,6.24,7.45,7.35,4.6,3.1,48,0.0,5.36,0.0,7,4.0,2.19,27,9.55,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,9,51,4.49,7.38,5.13,5.37,4.9,2.4,88,1.0,2.86,1.0,2,3.0,3.71,22,6.67,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
56,15,51,6.64,8.74,7.2,2.47,4.7,8.9,101,0.0,6.83,1.0,3,0.0,8.71,11,4.27,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,9,39,5.98,9.88,5.0,9.37,5.5,8.5,111,0.0,6.25,0.0,1,3.0,8.09,5,7.48,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,17,47,9.65,3.25,4.02,3.96,5.9,3.3,18,1.0,3.39,0.0,7,4.0,6.81,10,8.55,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,16,44,2.68,2.63,5.2,8.09,8.0,0.7,27,0.0,1.62,0.0,2,0.0,1.81,3,8.2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,20,46,4.16,5.16,9.06,9.02,5.0,9.9,69,0.0,7.8,1.0,1,3.0,9.59,15,3.36,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23,12,59,6.15,1.32,4.46,4.12,7.6,6.8,38,1.0,6.27,0.0,0,2.0,3.75,46,4.75,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,0,39,8.81,8.13,4.63,8.61,6.5,9.3,18,0.0,8.58,0.0,9,4.0,6.46,37,5.07,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,0,32,9.36,8.95,6.48,7.4,9.0,3.4,115,0.0,3.34,1.0,1,2.0,8.23,40,4.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,14,55,4.02,7.17,7.78,9.14,7.9,6.5,63,1.0,6.88,0.0,1,2.0,2.2,17,3.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,0,59,1.6,3.41,7.61,3.26,8.8,6.7,57,0.0,2.07,0.0,3,3.0,6.87,20,7.77,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,5,50,4.79,2.11,1.18,9.38,5.7,8.7,16,1.0,3.63,0.0,0,0.0,1.29,4,1.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,12,45,4.55,4.44,7.19,1.59,4.6,9.9,69,1.0,6.91,0.0,0,1.0,1.92,34,3.64,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0,35,9.88,8.5,5.05,8.14,6.5,1.1,78,1.0,8.43,1.0,5,1.0,7.51,34,2.27,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,4,32,4.88,4.13,5.72,4.92,4.6,6.3,85,1.0,3.89,1.0,4,4.0,2.4,31,2.16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,8,38,3.75,1.31,6.05,2.6,6.5,3.4,40,1.0,8.19,1.0,0,2.0,4.99,34,3.49,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,16,40,4.29,3.47,7.59,1.71,5.3,8.1,97,1.0,7.1,0.0,5,4.0,3.23,3,7.86,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36,15,50,4.57,9.91,8.48,4.51,6.5,7.5,4,1.0,4.14,0.0,7,3.0,4.79,28,9.72,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,7,42,8.39,7.09,6.82,4.5,8.7,8.9,116,1.0,8.89,0.0,4,2.0,1.69,41,5.63,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,16,47,1.73,9.11,6.08,3.07,5.4,3.4,22,1.0,5.58,1.0,2,1.0,7.79,37,4.05,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
44,14,55,3.85,7.97,4.36,2.94,9.0,1.8,68,1.0,6.83,0.0,2,3.0,1.71,29,8.46,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,0,51,9.7,5.86,2.24,4.6,5.1,0.2,107,1.0,5.46,1.0,1,3.0,8.54,15,1.6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,11,57,2.38,2.34,9.63,4.69,5.0,2.6,9,1.0,5.07,1.0,8,4.0,6.96,36,1.84,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,4,53,7.68,4.14,5.16,4.98,6.7,3.7,67,1.0,8.63,0.0,8,4.0,4.75,35,4.11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45,5,56,4.21,6.25,6.1,8.82,8.2,9.5,11,0.0,3.65,0.0,6,0.0,8.8,41,5.04,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,0,51,6.24,8.84,7.76,6.5,7.7,4.9,110,1.0,1.33,0.0,0,1.0,2.68,10,8.18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46,0,33,1.9,3.42,1.62,1.18,7.6,5.6,9,1.0,8.92,1.0,0,1.0,3.38,17,9.33,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50,9,51,3.76,2.09,8.7,5.67,5.4,8.8,59,1.0,8.43,0.0,3,4.0,2.23,30,5.78,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36,9,53,5.51,6.03,8.17,7.86,4.1,8.9,29,0.0,4.3,0.0,1,1.0,4.43,8,5.46,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22,2,37,3.09,2.59,7.97,1.51,4.8,5.3,113,1.0,2.67,0.0,2,1.0,9.88,23,2.92,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,16,42,5.88,6.49,1.2,4.8,5.7,1.1,23,0.0,7.08,0.0,1,3.0,2.45,19,5.06,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,18,39,2.98,3.37,5.74,5.06,8.9,2.7,68,1.0,1.71,0.0,0,2.0,8.48,37,9.31,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,10,31,6.85,3.08,1.49,9.59,8.6,4.6,12,0.0,4.81,1.0,2,2.0,6.87,43,4.54,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
